,title,author,genre_1,genre_2,brank,rate,count,isbn
0,니코마코스 윤리학(그리스어 원전 완역본),아리스토텔레스,"인문, 인문, ","철학, 서양철학자, 철학, 주제별철학, ",951,9.59,73.0,9791139701777.0
1,천년 향가의 비밀,김영회,"인문, ","한국문학론, 한국고전문학, ",952,0.0,,9791168361379.0
2,관계중독,박수경,"인문, ","심리학, 교양심리, ",953,10.0,8.0,
3,예비 일반교육 교사를 위한 특수교육의 이해,박선희 외,"인문, 인문, 대학교재, ","특수교육, 특수교육이론, 대학교재, 교육학, 인문, 교육학, ",954,10.0,1.0,
4,당신은 당신으로 충분히 빛나는 존재입니다,최명기,"인문, ","심리학, 교양심리, ",955,9.56,16.0,9791130679150.0
5,의미의 지도,조던 B. 피터슨,"인문, ","심리학, 교양심리, ",956,9.24,26.0,9791187512608.0
6,1일 1페이지 짧고 깊은 지식수업 365: 통찰력 편,김옥림,"인문, ","인문학일반, 인문교양, ",957,8.68,11.0,9791192073019.0
7,움직임의 뇌과학,캐럴라인 윌리엄스,"인문, 과학, ","인문학일반, 인문교양, 교양과학, 뇌과학, ",958,9.6,39.0,9788901254531.0
8,자해 청소년을 위한 DBT 워크북,셰리 반 디크,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",959,10.0,3.0,9791191658040.0
9,사피엔스 그래픽 히스토리 2: 문명의 기둥,김명주,"인문, 만화, ","인문학일반, 인문교양, 그래픽노블, 그래픽노블일반, ",960,9.7,83.0,9788934944188.0
10,일생일문,최태성,"인문, ","인문학일반, 인문교양, ",961,9.69,139.0,9791191360233.0
11,3분 철학 2: 서양 중세·근대 철학편,김재훈 외,"인문, 만화, ","철학, 서양철학일반, 교양만화, 교양, ",962,9.82,32.0,
12,자유로운 마음,Steven C. Hayes,"인문, ","심리학, 심리이론, ",963,10.0,2.0,9788999725210.0
13,"군주의 거울, 키루스의 교육",김상근,"인문, ","인문학일반, 인문교양, ",964,0.0,,
14,필로소피 랩,조니 톰슨,"인문, 인문, 인문, ","철학, 교양철학, 철학, 서양철학일반, 철학, 서양철학자, ",965,9.51,129.0,9791155814116.0
15,믿는 인간에 대하여,한동일,"인문, ","인문학일반, 인문교양, ",966,9.5,102.0,
16,숫자는 어떻게 진실을 말하는가,바츨라프 스밀,"인문, 과학, ","인문학일반, 인문교양, 교양과학, 교양수학/수학이야기, ",967,9.2,73.0,9788934944218.0
17,니체: 차라투스트라는 이렇게 말했다 해설서,정동호,"인문, ","철학, 서양철학자, ",968,9.74,23.0,
18,질적 연구방법론,John W. Creswell 외,"인문, 인문, 대학교재, ","교육학, 교육행정/교육경영, 대학교재, 교육학, 인문, 교육학, ",969,10.0,9.0,
19,나는 내가 먼저입니다,네드라 글로버 타와브,"인문, ","심리학, 교양심리, ",970,10.0,35.0,9791164843091.0
20,외국어 학습담,로버트 파우저,"인문, ","언어학, 언어학일반, ",971,9.69,21.0,9791191133035.0
21,언어의 높이뛰기,신지영,"인문, 자기계발, ","인문학일반, 인문교양, 화술/협상, 대화/화술, ",972,9.15,26.0,9791191056938.0
22,기분이 태도가 되지 않으려면,나겨울,"인문, 자기계발, 자기계발, ","심리학, 교양심리, 자기능력계발, 마인드콘트롤/감정, 인간관계, 인간관계일반, ",973,8.97,49.0,9791197080845.0
23,자꾸 이상한 생각이 달라붙어요,샐리 M. 윈스턴 외,"인문, ","심리학, 교양심리, ",974,10.0,5.0,9791187064695.0
24,생각을 바꾸는 생각들,비카스 샤,"인문, ","인문학일반, 인문교양, ",975,9.24,108.0,9791191056853.0
25,나를 살리는 철학,알베르트 키츨러,"인문, ","철학, 교양철학, ",976,9.43,32.0,
26,약속의 땅,버락 오바마,"인문, 시/에세이, 정치/사회, ","인문학일반, 인문교양, 인물/자전적에세이, 정치가/법조인, 정치/외교, 정치가, ",977,9.59,265.0,9788901251868.0
27,"그게, 가스라이팅이야",에이미 말로 맥코이,"인문, ","심리학, 교양심리, ",978,9.17,14.0,9791197407345.0
28,3분 철학 1: 서양 고대 철학편,김재훈 외,"인문, 만화, ","철학, 서양철학일반, 교양만화, 교양, ",979,9.73,45.0,
29,정신병의 나라에서 왔습니다,리단,"인문, ","심리학, 교양심리, ",980,9.09,18.0,9791191187908.0
30,자폐의 거의 모든 역사,존 돈반 외,"인문, ","특수교육, 자폐아, ",981,8.81,13.0,
31,백년의 독서,김형석,"인문, ","독서/글쓰기, 독서, ",982,9.53,34.0,
32,오래된 질문,다큐멘터리 제작팀 외,"인문, ","인문학일반, 인문교양, ",983,9.66,81.0,
33,춘향전,작자미상,"인문, ","인문교양총서, 인문교양총서일반, ",984,9.57,62.0,
34,동경대전 1: 나는 코리안이다,김용옥,"인문, ","철학, 한국철학, ",985,9.42,67.0,9788982641497.0
35,정보 컴퓨터 전공A,강오한,"인문, ","임용고시, 전공과목별임용고시, ",986,0.0,,
36,지혜로운 교사는 어떻게 학부모 상담을 하는가?,이상우,"인문, ","교육학, 교육학이론, ",987,9.69,5.0,
37,함께하는 교육학 1 논술이론편,전태련 외,"인문, ","임용고시, 교육학개론, ",988,10.0,16.0,
38,율곡어록,율곡 이이,"인문, ","인문고전총서, 인문고전총서일반, ",989,9.54,69.0,9791159932175.0
39,정서중심치료,Leslie S. Greenberg,"인문, ","심리학, 심리치료, ",990,10.0,1.0,9788999722486.0
40,와인잔에 담긴 인문학,황헌,"인문, 요리, ","인문학일반, 인문교양, 와인/커피/음료, 와인, ",991,9.42,30.0,
41,이해인의 말,안희경,"인문, 인문, ","인문교양총서, 인문교양총서일반, 한국문학론, 한국작가론, ",992,10.0,37.0,9788960906549.0
42,차라투스트라는 이렇게 말했다,프리드리히 니체,"인문, ","철학, 서양철학자, ",571,9.81,19.0,9791197329630.0
43,차라투스트라는 이렇게 말했다,프리드리히 니체,"인문, ","철학, 서양철학자, ",571,9.81,19.0,9791160804591.0
44,차라투스트라는 이렇게 말했다,프리드리히 니체,"인문, ","철학, 서양철학자, ",571,9.81,19.0,9788970132099.0
45,MBTI의 의미,박철용,"인문, 인문, ","심리학, 감정/학습심리, 심리학, 심리학자, ",994,9.57,61.0,
46,이거 좋은 질문이야!,에릭 M. 프랜시스,"인문, ","교육학, 교육방법, ",995,10.0,1.0,
47,유토피아(라틴어 원전 완역본),토마스 모어,"인문, 소설, 소설, ","철학, 서양철학일반, 영미소설, 고전소설/문학선, 고전소설/문학선, 영미고전소설/문학선, ",996,9.32,87.0,
48,정신분석 강의,지크문트 프로이트,"인문, 인문, 인문, 대학교재, ","심리학, 심리학자, 심리학, 심리이론, 대학교재, 심리학, 인문, 심리학, ",997,9.72,14.0,9788932920498.0
49,공간과 장소,이-푸 투안,"인문, 역사/문화, ","인문학일반, 인문교양, 지리학, 지리이야기, ",998,8.42,12.0,9788993178937.0
50,손글씨 레시피,나인,"인문, ","독서/글쓰기, 글쓰기, ",999,9.33,100.0,9791196870553.0
51,공부란 무엇인가,한근태,"인문, ","인문학일반, 인문교양, ",585,9.53,26.0,9788946422025.0
52,공부란 무엇인가,한근태,"인문, ","인문학일반, 인문교양, ",585,9.53,26.0,9791190030632.0
53,아침에 오쇼,오쇼,"인문, ","철학, 동양철학일반, ",901,0.0,,9791185151427.0
54,"2023 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 기본(4,5,6급)",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",902,10.0,7.0,
55,"루브릭, 어떻게 만들고 사용할까?",수전 M. 브룩하트,"인문, 인문, 대학교재, ","교육학, 교육과정/교육평가, 대학교재, 교육학, 인문, 교육학, ",903,10.0,5.0,9791167550873.0
56,확률과 귀납논리,이언 해킹,"인문, 인문, 대학교재, ","철학, 서양철학일반, 대학교재, 철학, 인문, 철학, ",904,10.0,1.0,
57,모든 삶은 빛난다,안드레아 콜라메디치 외,"인문, ","철학, 철학에세이, ",905,9.85,11.0,9791192421148.0
58,일반언어학 강의,페르디낭 드 소쉬르,"인문, ","언어학, 언어학일반, ",906,0.0,,9788976826978.0
59,딱 1분만 읽어봐,1분만,"인문, ","인문학일반, 인문교양, ",907,9.67,22.0,
60,조선상식문답,최남선,"인문, ","인문고전총서, 인문고전총서일반, ",908,9.73,75.0,
61,간양록 해동제국기,강항 외,"인문, ","인문고전총서, 인문고전총서일반, ",909,9.88,68.0,
62,인생은 우연이 아닙니다,김경훈,"인문, ","인문학일반, 인문교양, ",910,9.65,53.0,9791130694108.0
63,문제적 캐릭터 심리 사전,한민 외,"인문, ","심리학, 교양심리, ",911,9.62,9.0,
64,언더스토리,박혜진,"인문, ","문학이론, 문학비평/평론, ",912,10.0,9.0,9788937427411.0
65,이 사람을 보라,프리드리히 니체,"인문, ","철학, 서양철학자, ",913,10.0,23.0,9788957338193.0
66,미술관에 간 인문학자,안현배,"인문, ","인문학일반, 인문교양, ",914,10.0,14.0,9791192229126.0
67,세계시민성과 인권이 정답이다,임종근,"인문, ","교육학, 사회교육/평생교육, ",915,10.0,1.0,9791191820379.0
68,도시인의 월든,박혜윤,"인문, ","인문학일반, 인문교양, ",916,9.66,19.0,
69,상담 및 심리교육 프로그램 개발,김창대 외,"인문, 인문, 대학교재, ","심리학, 심리치료, 대학교재, 심리학, 인문, 심리학, ",917,10.0,4.0,9788999727511.0
70,신경다양성 교실,김명희,"인문, 인문, 대학교재, ","교육학, 교육방법, 대학교재, 교육학, 인문, 교육학, ",918,9.58,9.0,
71,"마음이 흔들려서, 마흔인 걸 알았다",김선호,"인문, ","심리학, 교양심리, ",919,9.49,27.0,
72,한국인 이야기: 너 어디로 가니,이어령,"인문, ","인문학일반, 인문교양, ",920,10.0,5.0,9791192265650.0
73,지금 시작하는 나의 환경수업,홍세영,"인문, 기술/공학, ","교육학, 교육학이론, 환경/소방/도시/조경, 환경, ",921,9.81,11.0,
74,도구적 이성 비판,막스 호르크하이머,"인문, ","철학, 서양철학일반, ",922,10.0,5.0,9788931022834.0
75,설명,여영서 외,"인문, ","철학, 한국철학, ",923,10.0,2.0,
76,집에서 혼자 죽기를 권하다,우에노 지즈코,"인문, ","인문학일반, 인문교양, ",924,9.46,20.0,9791157688128.0
77,백전백승 웹소설 스토리 디자인,김선민,"인문, ","독서/글쓰기, 글쓰기, ",925,10.0,14.0,
78,한국인 이야기: 너 어떻게 살래,이어령,"인문, ","인문학일반, 인문교양, ",926,9.94,42.0,
79,"부와 성공의 인사이트, 유대인 탈무드 명언",김태현,"인문, 시/에세이, 시/에세이, ","인문학일반, 인문교양, 테마에세이, 명언/지혜, 나라별 에세이, 한국에세이, ",927,9.72,128.0,9791186151525.0
80,내가 살인자의 마음을 읽는 이유,권일용,"인문, ","인문학일반, 인문교양, ",928,9.49,51.0,
81,"참을 수 없이 불안할 때, 에리히 프롬",박찬국,"인문, ","심리학, 심리학자, ",929,10.0,34.0,9788950902964.0
82,닥치는 대로 끌리는 대로 오직 재미있게 이동진 독서법,이동진,"인문, ","독서/글쓰기, 독서, ",930,10.0,26.0,9791168123274.0
83,뉴욕 정신과 의사의 사람 도서관,나종호,"인문, 정치/사회, ","인문학일반, 인문교양, 사회문제/복지, 사회문제, ",931,9.68,36.0,9791197689284.0
84,콘텐츠,이솔 외,"인문, ","인문학일반, 인문교양, ",932,10.0,3.0,9788937491535.0
85,SEE Learning 사회 정서 인성 교육 안내서,Center for Contemplative Science and Compassion-Based Ethics at Emory University,"인문, 인문, 대학교재, ","교육학, 사회교육/평생교육, 대학교재, 교육학, 인문, 교육학, ",933,10.0,2.0,
86,에듀테크 활용 레시피,정지영,"인문, ","교육학, 교육방법, ",934,0.0,,9788957175521.0
87,해동야언,허봉,"인문, ","인문교양총서, 인문교양총서일반, ",935,9.76,63.0,
88,나도 캘리애처럼 손글씨 잘 쓰고 싶어 워크북,배정애,"인문, ","독서/글쓰기, 글쓰기, ",936,10.0,22.0,9791168030305.0
89,시스템 에러: 빅테크 시대의 윤리학,롭 라이히 외,"인문, 인문, 정치/사회, ","인문학일반, 인문교양, 철학, 주제별철학, 사회학, 사회학이론, ",937,9.48,18.0,9791167740397.0
90,미꽃체 필사 노트,최현미(미꽃),"취미/실용/스포츠, 인문, ","취미일반, 취미기타, 독서/글쓰기, 글쓰기, ",938,9.25,13.0,
91,나는 친절한 죽음을 원한다,박중철,"인문, ","인문학일반, 인문교양, ",939,10.0,37.0,9791191420746.0
92,보육교사 장기 미종사자 직무교육,윤매자 외,"인문, 인문, 대학교재, ","유아교육, 유아교육이론, 대학교재, 교육학, 인문, 교육학, ",940,10.0,2.0,9791167251459.0
93,세계 심리학 필독서 30,사토 다쓰야,"인문, ","심리학, 교양심리, ",941,9.43,37.0,
94,느린 학습자 정서 사회성 훈련 프로그램,박현숙,"인문, 인문, 대학교재, ","특수교육, 학습지도방법, 대학교재, 교육학, 인문, 교육학, ",942,8.75,2.0,9788999726545.0
95,"청춘, 여름, 꿈의 무대 고시엔",한성윤,"인문, ","인문학일반, 인문교양, ",943,9.84,23.0,
96,그림책으로 시작하는 학급경영,수업친구 더불어숲,"인문, ","독서/글쓰기, 독서, ",944,9.75,10.0,
97,문영은 전공가정 이론과정 가족영역,문영은,"인문, ","임용고시, 전공과목별임용고시, ",945,9.29,7.0,9791167731111.0
98,시학,아리스토텔레스,"인문, ","문학이론, 시론, ",946,10.0,4.0,
99,마이어스의 심리학,David G. Myers 외,"인문, 인문, 대학교재, ","심리학, 심리이론, 대학교재, 심리학, 인문, 심리학, ",947,10.0,4.0,9791162263631.0
100,통합교육으로 통하는 통로,정명철 외,"인문, ","교육학, 교육학이론, ",948,0.0,,9791189975203.0
101,난처한 동양미술 이야기 2,강희정,"인문, ","인문교양총서, 인문교양총서일반, ",949,9.86,22.0,9791162732076.0
102,내가 아는 나는 누구인가,R.D.프레히트,"인문, ","철학, 교양철학, ",950,9.75,45.0,9791189088286.0
103,2024 박문각 한국사능력검정시험 노범석 원샷 한능검 심화 1/2/3급,노범석 외,"인문, ","언어학, 한국어/한국사/한자능력시험, ",851,0.0,,
104,세상에 없던 아이들이 온다,마크 프렌스키,"인문, ","교육학, 교육학이론, ",852,0.0,,9788956994505.0
105,2023 이기적 한국실용글쓰기 최신문제집 핵심이론 + 모의고사 + 동영상 강의 무료 제공,박원근,"인문, ","독서/글쓰기, 글쓰기, ",853,9.17,3.0,
106,당신에게 소중한 오늘에게 세트,최은숙,"인문, 자기계발, ","심리학, 교양심리, 자기능력계발, 마인드콘트롤/감정, ",854,10.0,19.0,
107,나는 왜 니체를 읽는가,프리드리히 니체,"인문, ","철학, 서양철학자, ",855,10.0,24.0,9791157956920.0
108,2023 한자능력검정시험 5급,남기탁,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",856,0.0,,
109,1318 독서노트,조선일보 편집부,"인문, ","독서/글쓰기, 독서, ",857,0.0,,9791190640213.0
110,중등 그림책 수업,그림책사랑교사모임,"인문, ","교육학, 교육방법, ",858,0.0,,
111,"레비나스, 타자를 말하다",우치다 다쓰루,"인문, ","철학, 서양철학일반, ",859,10.0,2.0,
112,2024 이선화 교육학 완벽한 요약노트,이선화,"인문, ","임용고시, 교육학개론, ",860,10.0,1.0,9791167733160.0
113,우리는 미래를 가져다 쓰고 있다,윌리엄 맥어스킬,"인문, 정치/사회, ","인문학일반, 인문교양, 사회학, 미래학, ",861,10.0,3.0,9788934965947.0
114,2023 한자능력검정시험 기출예상문제집 2급,한국어문교육연구회,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",862,0.0,,9791191238525.0
115,2023 한자능력검정시험 8급,남기탁,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",863,0.0,,9791191238518.0
116,나도 캘리애처럼 손글씨 잘 쓰고 싶어,배정애,"인문, ","독서/글쓰기, 글쓰기, ",864,0.0,,9791168030602.0
117,프로만 알고 있는 소설 쓰는 법,모리사와 아키오,"인문, 인문, ","독서/글쓰기, 글쓰기, 독서/글쓰기, 글쓰기, ",865,10.0,6.0,9791192533032.0
118,마흔에 혼자 읽는 주역 인문학: 깨달음의 실천 편,김승호,"인문, ","역학/사주, 역학, ",866,10.0,7.0,9791130699127.0
119,2023 한자능력검정시험 기출예상문제집 5급,남기탁,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",867,0.0,,9791191238501.0
120,2023 청소년상담사 3급 최종모의고사,SD 청소년상담사 수험연구소,"인문, ","교육학, 사회교육/평생교육, ",868,10.0,11.0,9791138339698.0
121,인생의 절반쯤 왔을 때 읽어야 할 채근담,홍자성,"인문, ","철학, 동양고전, ",869,10.0,1.0,9791189550974.0
122,내 삶의 이야기를 쓰는 법,낸시 슬로님 애러니,"인문, ","독서/글쓰기, 글쓰기, ",870,9.29,5.0,
123,세뇌의 심리학,요스트 A. M. 메이를로,"인문, ","심리학, 심리이론, ",871,10.0,4.0,9788962632491.0
124,가짜감정,김용태,"인문, ","심리학, 교양심리, ",872,10.0,16.0,
125,장학사의 모든 것,홍섭근,"인문, ","교육학, 교육학이론, ",873,10.0,2.0,
126,2023 임상심리사 2급 필기 개념완성,김도연,"인문, ","심리학, 심리이론, ",874,7.5,1.0,
127,내가 누군지도 모른 채 마흔이 되었다,제임스 홀리스,"인문, ","심리학, 교양심리, ",875,10.0,14.0,9791140702909.0
128,진리쌤 체육교원임용 기출분석집,성진리,"인문, ","임용고시, 전공과목별임용고시, ",876,0.0,,9791163131359.0
129,아임팩트 임상심리사 2급 실기 기출문제집,문가인,"인문, ","심리학, 심리이론, ",877,10.0,1.0,9791191870596.0
130,2024 이선화 교육학 암기자료 잇키(It-Key),이선화,"인문, ","임용고시, 교육학개론, ",878,10.0,3.0,9791167732736.0
131,교원임용 정치학(2024),김현중,"인문, ","임용고시, 전공과목별임용고시, ",879,10.0,1.0,9791192070650.0
132,내 몸이 불안을 말한다,엘런 보라,"인문, 인문, ","심리학, 교양심리, 심리학, 심리이론, ",880,10.0,1.0,
133,그 많은 개념어는 누가 만들었을까,야마모토 다카미쓰,"인문, ","언어학, 언어학일반, ",881,10.0,4.0,
134,살인자와 프로파일러,앤 울버트 버지스 외,"인문, 정치/사회, ","심리학, 교양심리, 행정/정책, 경찰/경호, ",882,10.0,27.0,9791164051991.0
135,살아가는 책,이은혜,"인문, ","독서/글쓰기, 독서, ",883,9.17,3.0,9788960907973.0
136,번아웃의 종말,조나단 말레식,"인문, 경제/경영, 자기계발, 정치/사회, ","인문학일반, 인문교양, 경영관리, 조직관리, 자기능력계발, 마인드콘트롤/감정, 사회문제/복지, 사회문제, ",884,10.0,14.0,9791157062775.0
137,"당신, 크리스천 맞아?",이어령,"인문, ","인문학일반, 인문교양, ",885,9.76,19.0,
138,화내는 용기,기시미 이치로,"인문, ","심리학, 교양심리, ",886,10.0,17.0,9791169792950.0
139,2024 선생님을 위한 서양사,김태규,"인문, ","임용고시, 전공과목별임용고시, ",887,10.0,7.0,
140,학생 주도성,Margaret Vaughn,"인문, ","교육학, 교육학이론, ",888,0.0,,9788999728051.0
141,융 학파의 꿈 해석 매뉴얼,James A. Hall,"인문, ","심리학, 심리학자, ",889,10.0,1.0,9788999727863.0
142,합격지수 100 권지수 교육학 상+하 세트,권지수,"인문, ","임용고시, 교육학개론, ",890,8.75,3.0,9791169870696.0
143,배철현의 요가수트라 강독 1: 삼매,배철현,"인문, ","철학, 동양철학일반, ",891,9.84,13.0,9788934961833.0
144,어른이라는 혼란,박경숙,"인문, ","인문학일반, 인문교양, ",892,10.0,16.0,9791168414815.0
145,유희태 전공영어 일반영어 4: 2S2R 문제은행(2022),유희태,"인문, ","임용고시, 전공과목별임용고시, ",893,10.0,2.0,
146,은유의 글쓰기 상담소,은유,"인문, ","독서/글쓰기, 글쓰기, ",894,9.48,132.0,9788934942948.0
147,2024 백구팀 초등교육과정 주지교과편,백승기 외,"인문, ","임용고시, 초등임용고시, ",895,10.0,3.0,9791162071823.0
148,2024 백구팀 초등교육과정 예체능교과편,구자경,"인문, ","임용고시, 초등임용고시, ",896,10.0,4.0,
149,2023 어문회 한자능력검정시험 3급 한 권으로 끝내기,박원길 외,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",897,10.0,2.0,
150,2023 쉽게 알고 배우는 이지 상공회의소 한자 3급,한자문제연구소,"인문, 취업/수험서, ","언어학, 한국어/한국사/한자능력시험, 한자능력시험, ",898,10.0,10.0,9791138333245.0
151,신은 성서를 쓰지 않았다,카럴 판스하이크 외,"인문, ","인문학일반, 인문교양, ",899,10.0,6.0,9791169254489.0
