title,author,genre_1,genre_2,brank,rate,count,isbn
니콜라스 다바스 박스이론,니콜라스 다바스,"경제/경영, ","재테크/금융, 주식/증권, ",799,10.0,7.0,9791190977869
오늘부터 조직문화 담당자,이지안,"경제/경영, ","경영관리, 조직관리, ",800,9.38,6.0,9791168320369
토지투자 무작정 따라하기,전은규(대박땅꾼),"경제/경영, ","재테크/금융, 부동산, ",701,9.58,32.0,9791165215750
부의 시나리오,오건영,"경제/경영, ","재테크/금융, 재테크, ",702,9.6,492.0,9791190977265
만화로 배우는 주식투자 1,시간여행TV,"경제/경영, ","재테크/금융, 주식/증권, ",703,9.74,23.0,9791197043048
트레이딩 전략서,태쏘,"경제/경영, ","재테크/금융, 주식/증권, ",704,9.43,20.0,9791196683634
지금 당장 회계공부 시작하라,강대준 외,"경제/경영, ","세무/회계, 회계일반, ",705,9.18,40.0,9791157845101
주식시장을 이기는 작은 책(15주년 특별판),조엘 그린블라트,"경제/경영, ","재테크/금융, 주식/증권, ",706,9.6,48.0,9791165795672
뉴 맵,대니얼 예긴,"경제/경영, 경제/경영, 정치/사회, ","경제이론, 세계경제/국제경제, 경제일반, 경제전망, 사회학, 미래학, ",707,9.61,82.0,9788901249605
캐시버타이징,드류 에릭 휘트먼,"경제/경영, ","마케팅/광고/고객, 마케팅전략, ",708,9.72,13.0,9791186578902
"제프 베조스, 발명과 방황",제프 베조스,"경제/경영, 시/에세이, 경제/경영, ","경영일반, 외국기업가, 인물/자전적에세이, 기업가, 경영일반, 해외경영이야기, ",709,9.51,71.0,9791191425581
주린이가 가장 알고 싶은 최다질문 TOP 77,염승환,"경제/경영, ","재테크/금융, 주식/증권, ",710,9.7,63.0,9791160023176
OKR 파워,가인지캠퍼스 컨설팅 연구소 외,"경제/경영, ","경영관리, 경영관리/기업경영, ",711,10.0,19.0,9791196528775
삼박자 투자법,이정윤,"경제/경영, ","재테크/금융, 주식/증권, ",712,9.33,38.0,9791188279906
관계우선의 법칙,빌 비숍,"경제/경영, ","마케팅/광고/고객, 마케팅전략, ",713,9.52,19.0,9791196921538
기적의 구매대행 노하우,강창호,"경제/경영, 경제/경영, 경제/경영, ","경영전략, e-비즈니스, 마케팅/광고/고객, 인터넷마케팅, 유통/창업, 창업, ",714,9.53,34.0,9791197071812
달러의 부활,폴 볼커 외,"경제/경영, ","경제일반, 경제전망, ",715,9.82,31.0,9791187150725
현업 기획자 도그냥이 알려주는 서비스 기획 스쿨,이미준,"경제/경영, 컴퓨터/IT, ","마케팅/광고/고객, 마케팅이론, 웹사이트, 웹서비스, ",716,9.14,34.0,9791186358788
내러티브 & 넘버스,애스워드 다모다란,"경제/경영, ","재테크/금융, 재테크, ",717,9.45,72.0,9791157843763
디지털 헬스케어: 의료의 미래,최윤섭,"경제/경영, 기술/공학, ","경제일반, 경제전망, 의학, 의학이론, ",718,9.0,22.0,9791189430559
100배 주식,크리스토퍼 메이어,"경제/경영, ","재테크/금융, 주식/증권, ",719,9.6,126.0,9791196159023
유튜브 시크릿(Youtube Secrets),션 커넬 외,"경제/경영, 경제/경영, ","경영전략, e-비즈니스, 마케팅/광고/고객, 인터넷마케팅, ",720,9.5,16.0,9791188522415
변하는 것과 변하지 않는 것,강민호,"경제/경영, ","마케팅/광고/고객, 마케팅전략, ",721,9.48,166.0,9791196372101
채권투자 핵심 노하우,마경환,"경제/경영, 경제/경영, ","재테크/금융, 금융경제, 재테크/금융, 주식/증권, ",722,9.37,114.0,9791188279098
주식 매매하는 법,제시 리버모어,"경제/경영, ","재테크/금융, 주식/증권, ",723,9.48,81.0,9791188279128
나는 마트 대신 부동산에 간다,김유라,"경제/경영, ","재테크/금융, 부동산, ",724,9.2,177.0,9788947541473
