title,author,genre_1,genre_2,brank,rate,count,isbn
반란의 멕시코,존 리드,"정치/사회, ","정치/외교, 각국정치, ",980,10.0,3.0,9791168730496
고독사는 사회적 타살입니다,권종호,"정치/사회, ","사회학, 사회학일반, ",982,10.0,1.0,9791168611337
사지로 내몰린 청소년들,최인영 외,"정치/사회, ","사회문제/복지, 사회문제, ",983,10.0,1.0,9791192613390
회사법,김건식 외,"정치/사회, 정치/사회, 대학교재, ","법학, 상법, 대학교재, 법학, 정치/사회/법, 법학, ",984,10.0,1.0,9791130343747
근대 영혼 구원하기,에바 일루즈,"정치/사회, ","사회학, 사회학일반, ",985,10.0,1.0,9788946074255
실무 노동소법전(2023),중앙경제 편집부,"정치/사회, 정치/사회, 정치/사회, 정치/사회, 대학교재, 대학교재, 대학교재, ","사회문제/복지, 노동문제, 법학, 법학일반, 대학교재, 사회학, 대학교재, 법학, 정치/사회/법, 사회학, 정치/사회/법, 법학, 전문사전, 법전, ",986,0.0,,9788970175324
사례 회사법입문,김성탁,"정치/사회, 정치/사회, 대학교재, ","법학, 상법, 대학교재, 법학, 정치/사회/법, 법학, ",987,0.0,,9788918913773
범죄자 마인드,스탠튼 E. 새머나우,"정치/사회, ","행정/정책, 경찰/경호, ",988,10.0,2.0,9788959729227
쉽게 쓴 정책학,이용모 외,"정치/사회, 정치/사회, 대학교재, ","행정/정책, 정책학, 대학교재, 행정학, 정치/사회/법, 행정학, ",989,0.0,,9791191503951
사회학 베스트 30,다케우치 요우,"정치/사회, ","사회학, 사회학이론, ",991,10.0,7.0,9791161253787
군사학개론,군사학연구회,"정치/사회, 정치/사회, 대학교재, ","국방/군사, 국방/군사일반, 대학교재, 국방학, 정치/사회/법, 국방학, ",992,0.0,,9791187822721
나의 소중한 밍밍 잼칠라 이장님,맘껏,"정치/사회, 시/에세이, ","정치/외교, 정치가, 인물/자전적에세이, 정치가/법조인, ",993,10.0,9.0,9791187847137
인간행동과 사회환경,권중돈,"정치/사회, 정치/사회, 대학교재, ","사회학, 사회학일반, 대학교재, 사회학, 정치/사회/법, 사회학, ",368,10.0,3.0,9788999722929
러시아-우크라이나 전쟁과 세계질서의 변화,제성훈 외,"정치/사회, ","정치/외교, 외교/국제관계, ",995,0.0,,9791195166008
도둑놈들 3,공병호,"정치/사회, 정치/사회, 정치/사회, ","정치/외교, 각국정치, 정치/외교, 정치일반, 정치/외교, 선거, ",996,10.0,2.0,9791198198310
자유주의: 당신이 알아야 할 105개 질문,제이슨 브레넌,"정치/사회, ","사회학, 사회사상, ",997,10.0,2.0,9788962381726
다른 몸들을 위한 디자인,사라 헨드렌,"정치/사회, ","사회문제/복지, 사회문제, ",998,10.0,15.0,9788934943396
저작권 기초,김경숙,"정치/사회, ","법학, 상법, ",999,0.0,,9791197903717
기후정의의 말들,9월 기후정의행동 조직위원회,"정치/사회, ","사회문제/복지, 사회문제, ",1000,0.0,,9791192455174
나는 신이다,강평,"정치/사회, 종교, ","사회학, 사회학일반, 종교일반, 종교이야기, ",901,10.0,6.0,9791190847766
미국사법의 이해,권영준 외,"정치/사회, 정치/사회, 대학교재, ","법학, 국제법, 대학교재, 법학, 정치/사회/법, 법학, ",902,0.0,,9791130343471
시진핑의 중국몽과 미디어 전략,정원교,"정치/사회, 정치/사회, ","언론/신문/방송, 언론이론, 사회학, 각국사회/문화, ",903,10.0,1.0,9788930041218
지역사회영양학,김기랑 외,"정치/사회, 정치/사회, 기술/공학, 대학교재, ","사회학, 사회학일반, 대학교재, 사회학, 생활과학, 영양학, 정치/사회/법, 사회학, ",904,0.0,,9788981605070
